,Lousic C.K.,Dave Chappelle,Ricky Gervais,Bo Burham,Bill Burr,Jim Jefferies,John Mulaney,Hasan Minhaj,Ali Wong,Anthony Jeselnik,Mike Birbiglia,Joe Rogan
bike,0,0,1,0,1,0,0,18,2,0,0,0
billboard,0,0,0,0,1,0,0,0,0,0,0,0
billion,0,0,2,0,0,0,0,0,1,0,0,0
billy,0,0,0,3,0,0,1,0,0,0,0,1
bind,0,0,0,1,0,0,0,0,0,0,0,0
binocular,0,0,0,0,0,0,1,0,0,0,0,0
biography,0,0,0,0,0,1,0,0,0,0,0,0
biology,0,0,0,0,0,0,0,0,0,0,0,1
bipartisan,0,0,0,0,1,0,0,0,0,0,0,0
birbiglia,0,0,0,0,0,0,0,0,0,0,2,0
bird,0,0,0,0,0,1,0,0,0,0,0,3
birdbath,0,0,0,0,1,0,0,0,0,0,0,0
birdbrained,0,0,0,0,0,0,1,0,0,0,0,0
birth,0,0,1,1,0,0,0,0,0,0,0,1
birthday,0,0,1,0,1,2,2,15,0,3,1,0
biryani,0,0,0,0,0,0,0,1,0,0,0,0
bishop,0,0,0,0,0,0,1,0,0,0,0,0
bit,2,3,17,12,6,12,3,0,3,3,4,1
bitch,0,4,1,2,3,2,1,0,5,1,0,11
bitchass,0,1,0,0,0,0,0,0,0,0,0,0
bitchy,0,0,0,0,2,0,0,0,0,0,0,0
bite,1,0,0,0,0,1,3,1,0,0,0,1
biter,0,0,0,0,0,0,1,0,0,0,0,0
biting,0,0,0,0,0,0,0,0,0,0,0,1
bizarre,0,0,1,0,0,0,0,0,0,0,0,0
black,1,33,2,2,1,6,3,0,4,1,0,2
blade,0,0,0,1,0,4,0,0,0,0,0,0
blah,0,0,0,0,0,0,5,0,0,0,0,0
blam,0,0,0,0,1,0,0,0,0,0,0,0
blame,0,0,1,1,0,0,0,1,0,0,1,1
blank,0,0,0,1,0,0,0,2,0,0,1,0
blanket,0,0,0,0,1,0,0,0,0,0,0,0
bleach,0,0,1,0,0,0,0,0,1,0,0,0
bleed,0,0,0,0,0,0,0,0,0,0,1,0
bless,0,1,0,0,1,1,0,2,0,0,0,0
blessing,0,0,0,0,1,0,0,0,0,0,0,0
blind,2,0,2,0,0,0,0,0,0,0,1,0
blinder,0,0,0,0,1,0,0,0,0,0,0,0
blindside,0,0,0,0,1,0,0,0,0,0,0,0
blip,0,0,1,0,0,0,0,0,0,0,0,0
blobbiness,0,0,1,0,0,0,0,0,0,0,0,0
block,1,0,1,0,0,0,1,1,0,0,0,1
blog,0,0,2,0,0,0,0,0,0,0,0,0
blogge,0,0,0,0,1,0,0,0,0,0,0,0
blogger,0,0,1,0,1,0,0,0,0,0,0,0
bloke,0,0,7,0,0,1,0,0,0,0,0,0
blood,0,0,0,0,1,0,0,1,1,0,0,0
blow,1,6,3,2,4,2,1,0,6,1,0,1
blowjob,0,0,0,0,0,0,0,0,0,0,0,1
blowtorch,0,0,1,0,0,0,0,0,0,0,0,0
blue,0,0,0,0,1,1,0,6,0,0,0,1
blueandwhite,0,1,0,0,0,0,0,0,0,0,0,0
bluebird,0,0,0,1,0,0,0,0,0,0,0,0
blueishbrownishgreenish,0,0,0,1,0,0,0,0,0,0,0,0
bluff,0,1,0,0,0,0,0,0,0,0,0,0
blunt,0,0,0,1,0,0,0,0,0,0,0,0
blush,0,0,0,1,0,0,0,0,0,0,0,0
bmx,0,0,0,0,0,0,0,4,0,0,0,0
bo,0,0,0,38,0,0,0,0,0,0,0,0
board,0,2,2,0,0,0,2,3,0,0,0,0
boardroom,0,1,0,0,0,0,0,0,0,0,0,0
boat,0,0,0,0,3,0,0,0,2,0,0,6
bob,0,0,23,0,0,0,0,0,0,0,0,0
boba,0,0,0,0,0,0,0,0,1,0,0,0
bobby,0,0,1,0,0,0,1,1,0,0,0,0
bobo,0,0,4,0,0,0,0,0,0,0,0,0
body,3,2,0,0,0,1,1,4,11,1,1,2
bodyslamme,0,0,0,0,1,0,0,0,0,0,0,0
boe,0,0,0,0,0,1,0,0,0,0,0,0
bognor,0,0,1,0,0,0,0,0,0,0,0,0
boilerplate,1,0,0,0,0,0,0,0,0,0,0,0
bolt,1,0,0,0,0,0,0,0,0,0,0,0
bomb,1,6,0,0,0,3,0,0,0,0,1,0
bone,1,0,0,0,0,0,0,0,0,0,0,2
bongo,0,3,0,0,0,0,0,0,0,0,0,0
boo,0,3,0,2,0,0,0,0,1,1,0,3
booger,0,0,0,0,0,0,0,0,1,0,0,0
book,5,0,0,7,2,1,1,2,4,0,0,6
bookie,0,0,0,0,0,0,0,0,0,0,1,0
boom,0,0,0,0,1,0,0,7,1,0,0,0
boot,0,2,2,0,0,0,0,0,0,0,0,1
booth,0,1,0,1,0,0,0,0,0,0,0,0
bored,0,0,1,0,1,0,0,0,0,0,0,0
boring,0,0,0,0,0,1,2,0,2,0,0,1
boss,0,0,0,0,1,0,0,0,4,3,0,1
bossy,0,0,0,0,0,0,1,0,4,0,0,0
boston,1,0,0,1,0,4,0,0,0,3,0,2
bosworth,0,0,0,0,0,0,0,0,0,0,4,0
bother,1,0,0,0,0,2,1,0,0,1,0,0
bottle,0,0,1,0,0,0,2,1,0,0,0,0
bottomless,0,0,0,0,1,0,0,0,0,0,0,0
bounce,0,0,1,0,1,0,1,0,0,0,0,0
bouncer,0,0,0,0,0,0,0,0,0,0,4,0
bow,0,0,0,0,1,0,1,1,0,0,0,0
bowl,0,1,1,0,1,0,1,0,0,0,0,1
bowling,1,0,0,0,0,0,0,0,0,0,0,0
bowtie,0,0,0,0,0,1,0,0,0,0,0,0
box,0,3,1,0,0,0,0,6,0,0,1,1
boxer,0,1,0,0,0,0,0,0,0,0,0,0
boy,2,1,8,3,7,6,8,2,1,1,5,0
boycott,0,3,0,0,0,0,0,0,0,0,0,0
boyfriend,1,0,0,0,1,5,0,0,2,0,7,0
boyish,0,0,0,0,0,0,1,0,0,0,0,0
boyz,0,0,0,0,0,0,0,1,0,0,0,0
bra,1,0,0,0,2,0,2,0,0,0,0,0
brace,0,0,1,0,0,0,0,0,0,0,1,0
bracket,0,0,0,0,0,0,0,1,1,0,0,0
brad,0,0,1,0,0,0,0,0,0,0,0,0
brag,0,0,0,0,0,2,0,0,0,0,0,0
brain,2,1,3,17,1,2,1,1,1,1,0,3
brainwash,0,0,0,0,3,0,0,0,0,0,0,0
brake,0,0,1,0,1,0,0,0,0,0,0,0
branch,1,0,0,0,3,0,0,0,0,1,0,1
brand,0,0,0,1,0,0,0,0,0,1,0,0
brandnew,0,0,0,0,1,0,0,0,0,1,0,0
brave,0,0,0,0,0,0,1,3,0,0,0,0
braveheart,0,0,0,0,0,1,0,0,0,0,0,0
bravely,0,0,1,0,0,0,0,0,0,0,0,0
bravo,0,0,0,0,0,1,0,0,0,0,0,0
bread,0,0,0,0,1,0,0,0,3,0,0,0
break,0,6,4,2,4,3,4,1,2,0,6,10
breakdance,0,0,0,0,0,0,0,1,0,0,0,0
breakfast,1,0,0,1,0,0,0,0,0,0,0,0
breakin,0,0,0,0,0,1,0,0,0,0,0,1
breakup,0,0,0,0,0,0,0,0,0,0,3,0
breastfeed,1,0,0,0,0,0,0,0,0,0,0,0
breastfeeding,1,0,0,0,0,0,0,0,0,0,0,0
breath,0,1,0,0,1,0,0,0,0,0,1,0
breathalyzer,0,3,0,0,0,0,0,0,0,0,0,0
breathe,0,0,1,0,1,0,0,0,0,0,0,0
breed,0,0,5,0,0,0,0,0,0,0,0,0
breeding,0,0,1,0,0,0,0,0,0,0,0,0
brexit,0,0,1,0,0,0,0,0,0,0,0,0
brian,0,0,0,0,0,0,0,0,0,0,1,0
brick,0,0,1,0,0,0,0,0,1,0,0,0
bride,0,0,0,0,0,0,3,0,0,0,0,0
bridge,0,1,0,1,0,0,0,0,0,0,0,0
brief,0,0,0,0,0,0,0,0,0,0,1,0
briefcase,0,0,0,0,1,0,0,0,0,0,0,0
bright,0,0,1,0,0,0,0,1,0,0,0,0
brilliant,0,0,5,0,0,0,0,1,0,0,0,0
bring,0,1,14,1,13,11,4,9,1,4,2,0
britain,0,0,0,0,0,1,0,0,0,0,0,0
british,0,0,3,0,0,2,0,1,0,0,0,0
bro,0,0,0,3,0,0,0,1,0,0,0,7
broad,0,0,1,0,0,0,0,0,1,0,0,0
broadway,0,0,0,0,0,0,2,0,0,0,0,0
broken,0,0,1,0,0,0,1,1,0,0,0,0
bronco,0,1,0,0,0,0,0,0,0,0,0,0
brooklyn,0,1,0,0,0,0,0,0,0,0,0,0
bros,0,0,0,1,0,0,0,0,0,0,0,0
brothel,0,0,0,0,0,1,0,0,0,0,0,0
brother,0,6,3,0,2,0,5,6,2,5,0,0
brown,1,1,0,1,0,1,0,0,0,0,0,0
bruce,0,3,15,0,0,0,0,0,0,0,0,8
brucie,0,0,1,0,0,0,0,0,0,0,0,0
bruise,0,0,0,0,0,0,0,2,0,0,0,0
brunette,0,0,0,0,0,0,0,1,0,0,0,0
brush,2,0,0,0,1,0,0,0,0,0,0,0
brussel,0,1,0,0,1,0,0,0,0,0,0,0
brutal,0,0,0,0,1,0,0,0,0,0,0,2
bubble,0,1,0,0,2,1,0,0,1,0,0,0
buck,0,0,2,0,2,1,0,4,0,1,0,1
bucket,0,0,2,1,1,0,0,0,0,0,0,0
bud,0,0,0,0,0,0,0,0,0,0,1,0
buddha,0,0,0,0,0,0,0,0,1,0,0,0
buddy,1,0,0,1,1,2,1,1,0,1,0,0
budge,0,0,0,0,0,0,1,0,0,0,0,0
budget,0,0,0,0,0,0,1,0,0,0,0,0
bueller,0,0,0,0,0,0,1,0,0,0,0,0
buffalo,0,0,0,0,1,0,0,0,0,0,0,0
build,1,0,0,1,5,0,3,1,1,0,3,2
building,7,2,0,0,0,0,1,2,0,0,2,1
buildup,0,0,0,0,0,0,0,1,0,0,0,0
bull,0,0,2,0,0,0,2,0,0,0,0,0
bulldog,0,0,0,0,0,0,2,0,0,0,0,0
bullet,0,0,0,1,1,0,0,0,0,0,0,0
bulletproof,0,0,1,0,0,0,0,0,0,0,0,0
bullfighte,0,0,1,0,0,0,0,0,0,0,0,0
bullring,0,0,1,0,0,0,0,0,0,0,0,0
bullseye,0,0,0,0,0,0,0,0,1,0,0,0
bullshit,1,2,0,0,2,4,0,3,0,0,0,11
bullshitting,0,0,0,0,1,0,0,0,0,0,0,0
bullying,0,0,0,0,1,0,0,0,0,0,0,0
bum,1,0,0,1,1,0,0,0,0,0,0,0
bump,1,0,0,1,3,0,0,0,0,0,0,0
bun,0,0,0,0,0,0,0,0,0,0,1,0
bunch,1,0,1,0,4,2,2,1,2,0,2,7
bunker,0,0,0,0,0,0,0,0,0,0,0,1
bunny,0,0,0,0,1,0,0,0,0,0,0,0
buoyant,0,0,1,0,0,0,0,0,0,0,0,0
burb,0,0,0,0,0,0,0,1,0,0,0,0
burger,0,0,0,0,1,0,0,0,0,0,1,0
burke,0,0,0,0,0,0,0,1,0,0,0,0
burn,3,0,3,0,3,0,0,0,2,0,0,0
burnedout,0,0,0,0,2,0,0,0,0,0,0,0
burnham,0,0,0,6,0,0,0,0,0,0,0,0
burst,0,0,0,0,0,0,3,0,0,0,0,1
bury,0,0,1,0,0,0,0,0,0,0,0,0
bus,1,2,0,0,2,0,0,0,0,0,2,0
bush,0,0,1,1,1,0,1,1,0,0,0,0
bushmaster,0,0,0,0,0,1,0,0,0,0,0,0
business,0,2,0,0,1,13,2,0,4,1,3,0
bust,0,1,0,0,0,0,0,0,0,0,1,0
busy,0,0,2,0,0,0,0,0,4,0,0,0
butt,0,0,0,0,0,0,0,2,8,0,0,0
butter,0,1,0,0,0,0,0,0,0,0,0,0
butterfly,0,0,0,0,0,0,0,0,0,1,0,0
buttfuck,0,0,0,1,0,0,0,0,0,0,0,0
butthole,0,0,0,2,0,0,0,0,0,0,0,0
buttock,0,0,0,0,1,0,0,0,0,0,0,0
button,0,0,0,0,0,0,3,0,0,0,0,0
buy,0,2,1,2,2,10,16,1,4,1,1,0
buzz,0,0,1,0,0,0,0,1,0,0,0,0
bye,1,0,0,1,0,1,0,0,0,0,0,0
bypass,0,0,0,0,0,0,0,1,0,0,0,0
ca,6,15,16,4,20,14,5,21,5,8,10,27
cab,0,0,0,0,0,0,0,0,0,0,1,0
cabal,0,0,0,0,0,0,0,0,0,0,0,1
cabinet,0,0,1,0,0,0,0,0,0,1,0,0
cable,1,0,0,0,0,0,0,0,0,0,0,0
cafeteria,0,0,0,0,1,0,0,0,0,0,0,0
cage,0,0,0,1,0,0,0,0,0,0,0,0
caitlyn,0,2,5,0,0,0,0,0,1,0,0,0
cake,1,0,0,0,2,0,0,0,1,0,0,0
calc,0,0,0,0,0,0,0,5,0,0,0,0
calculation,0,0,0,1,0,0,0,0,0,0,0,2
calculator,0,0,0,0,0,0,0,0,3,0,0,0
calf,0,0,0,0,1,0,0,0,0,0,0,0
caliber,0,0,0,0,1,0,0,0,0,0,0,0
caliendo,0,0,0,0,0,0,1,0,0,0,0,0
california,0,0,0,1,1,0,0,2,0,0,1,6
calligraphy,0,0,0,0,0,0,0,1,0,0,0,0
calm,0,0,3,1,2,3,0,0,1,0,0,0
calorie,0,0,2,0,0,0,0,0,0,0,1,0
came,0,0,0,0,1,0,0,0,0,0,0,0
camera,1,1,0,0,0,2,1,4,1,1,0,0
cameraman,0,0,0,0,0,0,0,0,0,1,0,0
camp,0,0,0,0,0,0,0,0,0,1,0,0
campaign,0,0,1,0,0,0,1,0,0,0,1,0
campus,0,0,0,0,0,0,1,0,0,0,0,0
camry,0,0,0,0,0,0,0,6,0,0,0,0
canal,0,0,0,1,0,0,0,0,0,0,0,0
cancel,0,0,2,0,0,1,0,0,0,0,0,0
cancer,1,0,3,0,0,0,0,1,1,3,1,0
candidate,1,0,0,0,3,0,0,0,0,0,0,0
candification,0,0,0,0,0,0,0,0,0,0,1,0
candle,1,0,0,0,1,0,0,0,0,0,0,0
candlelight,1,0,0,0,0,0,0,0,0,0,0,0
candor,0,0,0,0,0,0,0,1,0,0,0,0
candy,0,0,0,1,0,0,0,0,1,1,3,0
cane,0,0,0,0,0,0,2,0,0,0,0,0
cap,0,0,1,0,0,0,0,1,0,0,0,0
capable,1,0,0,0,0,0,0,0,0,0,1,0
cape,1,0,0,0,1,1,0,0,0,0,0,0
capital,0,0,2,0,0,0,0,0,0,0,0,0
capitalize,0,0,0,1,0,0,0,0,0,0,0,0
cappuccino,0,0,0,0,0,1,0,0,0,0,0,0
captain,0,0,0,0,0,0,0,0,0,0,0,1
captivity,0,0,0,0,0,0,0,0,0,0,0,1
capture,0,0,0,1,0,0,0,0,0,0,0,0
capulet,0,0,0,0,0,0,0,1,0,0,0,0
car,4,8,7,3,10,5,4,6,1,6,19,6
caramelize,0,0,1,0,0,0,0,0,0,0,0,0
carburetor,0,0,0,0,3,0,0,0,0,0,0,0
card,0,1,0,2,0,3,0,5,0,7,5,0
cardiologist,0,0,0,0,0,0,0,1,0,0,0,0
care,4,7,4,3,6,5,7,3,0,6,0,3
career,0,1,0,1,0,2,0,2,1,3,0,0
careful,0,1,0,2,0,0,0,0,0,0,0,0
carefully,0,0,1,0,0,0,0,0,0,0,0,0
carell,0,0,0,0,0,0,0,1,0,0,0,0
caribbean,0,0,0,0,0,0,0,1,0,0,0,0
carlin,0,0,0,1,0,0,0,0,0,0,0,0
carlton,0,0,0,0,0,0,0,0,1,0,0,0
carnival,0,0,0,0,0,0,0,0,0,0,4,0
carpet,0,1,1,0,1,0,0,0,0,0,0,0
carpetbombe,0,0,0,0,1,0,0,0,0,0,0,0
carry,0,0,4,0,2,7,0,1,0,0,0,0
carton,0,0,0,0,0,0,2,0,0,0,0,0
cartoon,0,2,0,0,0,0,1,4,0,0,0,4
cartoonist,0,0,0,0,0,0,0,0,0,0,0,1
carve,0,0,0,0,0,0,0,0,0,0,0,1
case,1,1,3,0,2,3,1,0,1,2,6,1
cash,0,1,1,1,0,0,0,1,0,0,0,0
cashier,0,0,1,0,0,0,0,1,0,0,0,0
casino,0,1,0,0,0,0,0,0,0,0,0,0
cast,0,0,0,0,0,2,0,0,0,1,0,0
castle,0,0,0,0,1,0,0,0,0,0,0,1
casual,0,0,0,0,1,1,0,0,0,0,1,0
cat,0,2,1,0,2,0,0,0,0,0,0,4
catalog,0,0,0,0,0,0,0,1,0,0,0,0
catch,1,1,0,1,2,0,2,3,2,2,4,4
catchphrase,0,0,0,0,0,0,1,0,0,0,0,0
category,1,0,0,0,0,0,0,0,0,0,0,0
cater,0,0,0,1,0,0,0,0,0,0,0,0
catering,0,0,1,0,0,0,0,0,0,0,0,0
catfishe,0,0,0,0,0,0,1,0,0,0,0,0
catholic,0,0,0,1,0,0,6,0,0,3,1,1
cattle,0,0,0,0,1,0,0,0,0,0,6,1
cause,28,7,10,0,21,26,22,0,18,8,35,24
cave,1,0,2,0,0,0,0,0,1,0,1,0
caveman,0,0,0,1,0,1,0,1,0,0,0,0
cavewoman,0,0,0,0,0,1,0,0,0,0,0,0
ccwould,0,0,0,0,0,0,0,0,0,0,1,0
cease,0,0,0,0,0,0,0,0,0,0,1,0
celebrate,1,1,0,0,0,0,0,1,0,1,1,0
celebration,0,0,0,0,0,0,0,1,0,0,0,0
celebrity,0,2,3,0,0,2,1,1,0,0,0,0
cement,0,0,0,0,0,0,0,1,0,0,0,1
center,0,0,0,0,1,4,0,0,1,0,1,0
century,0,1,0,0,0,0,1,3,2,0,0,0
ceo,0,0,0,0,0,0,1,0,1,0,0,0
ceramic,0,0,0,0,0,1,0,0,0,0,0,0
cereal,0,2,0,1,0,0,0,0,0,0,0,0
cerebral,0,0,0,0,0,0,0,0,0,0,0,1
ceremony,0,0,2,0,1,0,1,0,1,0,0,0
certain,1,0,0,0,0,0,2,0,1,0,3,1
certificate,0,0,0,0,0,0,0,1,0,0,0,0
cervical,0,0,0,0,0,0,0,0,1,0,0,0
chacha,0,1,0,0,0,0,0,0,0,0,0,0
chain,6,0,0,1,1,0,0,1,0,0,0,0
chair,0,0,0,0,0,2,1,0,0,0,1,0
chalk,0,0,0,0,0,1,0,0,0,0,0,0
chalkboard,0,0,0,0,1,0,0,0,0,0,0,1
challenge,0,0,0,1,0,0,0,0,1,0,0,0
challenger,0,0,0,0,0,0,0,0,0,2,0,0
chameleon,0,0,0,1,0,0,0,0,0,0,0,0
champ,0,1,0,0,0,0,0,0,0,0,0,1
champagne,0,0,2,0,0,0,0,0,0,1,1,0
champion,0,0,0,0,0,1,0,0,0,0,0,0
championship,0,0,0,0,0,0,0,1,0,0,0,0
chance,0,0,0,1,0,2,1,4,1,0,1,1
chandelier,0,0,0,0,0,1,0,0,0,0,0,0
change,1,1,6,7,3,5,5,9,6,0,3,3
channel,0,1,0,0,1,1,0,1,1,0,0,0
chant,0,1,0,1,0,0,1,0,0,0,0,0
chap,0,0,0,0,0,0,0,0,1,0,0,0
chappal,0,0,0,0,0,0,0,1,0,0,0,0
chappelle,0,14,0,0,0,0,0,0,0,0,0,0
chapter,0,0,0,0,0,0,0,1,0,1,0,0
character,0,2,0,0,0,2,1,0,0,0,1,2
charge,0,1,0,0,1,0,0,0,0,0,4,1
charismatic,0,0,0,0,0,0,1,0,0,0,0,0
charity,0,3,0,0,0,0,0,0,0,0,0,0
charle,0,0,0,0,0,0,1,0,0,0,0,0
charlie,0,0,0,0,0,0,0,1,0,0,0,1
charm,0,0,0,0,0,0,1,0,0,0,0,0
charming,0,0,0,0,0,0,0,0,0,1,0,0
chart,0,0,1,0,0,0,0,0,0,0,0,0
chase,2,1,1,1,0,0,0,0,0,0,0,0
chat,0,0,1,0,0,0,0,0,0,0,0,0
chatter,0,0,0,0,1,0,0,0,1,0,0,0
chaucer,0,0,0,1,0,0,0,0,0,0,0,0
cheat,0,0,0,0,0,0,4,0,1,1,0,0
check,0,3,3,2,0,1,1,1,1,1,1,3
checker,0,0,0,1,0,0,0,0,0,0,0,0
checklist,0,0,0,0,0,0,0,0,0,0,1,0
checkmate,0,0,0,0,0,0,0,0,0,0,0,1
cheek,0,0,0,0,0,0,0,0,1,0,0,0
cheer,0,0,5,0,0,1,1,0,0,0,0,0
cheerio,0,0,0,0,0,0,1,0,0,0,0,0
cheerleader,0,0,0,0,1,0,0,0,0,0,0,0
cheese,0,0,0,0,2,0,0,1,0,0,0,0
cheeseburger,0,0,0,0,0,0,0,0,0,0,0,1
cheetah,1,0,0,0,0,0,0,0,0,0,0,0
cheetoeate,0,0,0,0,1,0,0,0,0,0,0,0
cheetofingere,0,0,0,0,0,0,1,0,0,0,0,0
cheez,0,0,0,0,0,0,0,0,0,0,0,1
chemically,0,1,0,0,0,0,0,0,0,0,0,0
chemistry,0,0,0,0,0,0,0,1,1,0,0,0
chemo,0,0,1,0,0,0,0,0,0,0,0,0
chemotherapy,0,0,1,0,0,0,0,0,0,0,0,0
cherish,0,0,0,0,0,1,0,0,0,0,0,0
cherrypick,1,0,0,0,0,0,0,0,0,0,0,0
chess,0,0,0,0,0,0,0,0,1,0,0,0
chest,1,3,1,3,0,0,0,0,0,1,0,1
chew,0,1,0,0,0,0,0,1,0,0,0,0
chewbacca,0,0,0,0,0,0,0,0,1,0,0,0
chicago,0,0,0,0,0,0,8,3,0,1,0,0
chick,0,0,0,0,0,0,0,1,0,1,0,6
chicken,0,0,0,0,0,0,0,1,1,1,0,0
chico,0,0,0,0,0,0,1,0,0,0,0,0
child,6,1,16,4,4,14,10,2,4,6,0,8
childbirth,0,0,0,0,0,0,0,0,3,0,0,0
childhood,0,0,0,0,5,0,0,0,1,0,0,0
childlike,0,0,0,1,0,0,0,0,0,0,0,0
chill,0,0,0,0,1,0,0,0,0,0,0,2
chimney,0,0,0,0,1,0,0,0,0,0,0,2
chimp,0,0,19,0,0,0,0,0,0,0,0,0
chimpanzee,0,0,1,0,0,0,0,0,0,0,0,0
chimpedup,0,0,1,0,0,0,0,0,0,0,0,0
chin,0,0,0,0,0,0,0,0,0,0,0,1
china,0,0,1,0,0,0,0,0,0,0,0,0
chinatown,0,0,0,0,0,0,0,0,0,0,1,0
chinese,1,0,1,0,0,0,3,0,4,0,0,1
chip,0,1,0,0,0,0,0,1,1,0,0,3
chivalrous,0,0,0,0,0,0,1,0,0,0,0,0
chockfull,0,0,0,0,0,0,0,0,0,0,1,0
chocolate,0,3,1,0,1,0,1,0,0,0,0,0
choice,1,0,1,1,2,0,0,4,0,0,0,0
choke,0,0,0,0,3,0,0,4,1,0,0,0
chokeslam,0,0,0,0,1,0,0,0,0,0,0,0
choose,1,0,5,0,0,0,1,1,2,1,2,0
chop,0,2,0,0,2,0,0,1,0,0,0,0
chopper,0,0,0,0,2,0,0,0,0,0,0,0
chord,0,0,0,1,0,0,0,0,0,0,0,0
chorus,0,0,0,1,0,0,0,0,0,0,0,0
chris,0,5,0,0,1,0,0,0,0,0,0,1
christ,0,0,0,0,8,0,1,0,0,0,0,4
christening,0,0,1,0,0,0,0,0,0,0,0,0
christian,0,0,3,0,2,0,0,0,0,0,0,2
christmas,0,0,4,0,1,1,1,0,0,0,0,1
chuck,0,0,0,0,1,0,0,0,0,0,0,1
chucking,0,0,0,0,0,0,0,0,0,0,0,1
chummy,0,0,0,0,0,0,1,0,0,0,0,0
church,0,0,4,0,5,0,7,0,0,1,1,1
cigarette,0,0,2,0,0,1,1,0,0,2,0,0
cinnabon,0,0,0,0,0,0,0,0,0,0,3,0
cinnamon,0,0,0,0,0,0,0,0,0,0,1,0
circle,1,0,0,2,0,1,0,0,1,0,4,0
circumstance,1,0,0,0,0,0,0,0,0,0,1,0
cirque,0,0,0,0,0,0,2,0,0,0,0,0
citizen,0,0,0,0,0,0,0,0,0,0,1,0
city,1,3,0,0,6,0,2,1,1,2,2,0
civil,0,1,0,0,0,0,1,0,0,0,0,0
civilization,0,0,1,0,0,0,0,0,0,0,0,0
claim,0,0,1,0,0,0,0,1,0,0,0,1
clap,4,0,1,1,2,1,0,2,0,4,0,0
clapton,0,0,0,0,0,0,0,0,0,3,0,0
clara,0,0,0,0,0,0,0,0,0,1,0,0
class,0,1,3,0,5,14,0,7,0,1,7,2
classic,1,0,0,2,1,0,0,0,0,0,1,0
classical,0,0,1,0,0,0,0,0,0,0,0,0
classmate,0,0,0,0,0,0,0,0,0,2,0,0
classroom,0,1,0,0,0,0,0,0,0,0,0,0
classy,0,0,0,0,0,0,0,0,0,0,0,1
claus,0,0,0,0,1,0,0,0,0,0,0,7
clause,0,0,0,0,0,0,0,0,0,0,1,0
claw,0,0,0,0,0,0,0,0,1,0,0,1
clean,1,0,1,0,1,2,0,1,1,1,0,0
cleaner,0,0,0,0,1,0,0,0,0,0,0,0
cleanse,0,0,0,0,0,0,0,0,1,0,0,0
clear,0,0,2,0,1,0,0,7,0,1,1,4
clearance,0,0,0,0,0,0,0,0,1,0,0,0
clearly,0,0,0,0,0,0,0,0,1,0,2,1
cleaver,0,0,0,1,0,0,0,0,0,0,0,0
clever,0,0,1,0,0,0,0,0,0,1,0,0
cleverly,0,0,0,1,0,0,0,0,0,0,0,0
cliché,0,0,0,0,0,0,0,1,0,0,0,0
click,0,0,0,0,1,0,0,3,0,0,0,0
clickbait,0,0,1,0,0,0,0,0,0,0,0,0
climax,0,0,0,0,0,0,0,0,1,0,0,0
climb,0,0,0,0,0,0,0,0,0,1,0,1
cling,0,0,0,0,1,0,0,0,0,0,0,0
clinic,0,0,0,0,0,0,0,0,0,2,0,0
clinical,0,1,0,0,0,0,0,0,1,0,0,0
clinton,0,0,0,0,0,0,36,0,0,0,0,0
clip,0,0,1,0,0,0,0,1,0,0,0,0
clipboard,0,0,1,0,0,0,0,1,0,0,0,0
clipper,0,0,0,0,3,0,0,0,0,0,0,0
clit,0,0,0,0,0,0,0,0,1,0,0,0
clock,0,0,0,0,0,0,0,1,0,0,0,0
clockwise,0,0,0,1,0,0,0,0,0,0,0,0
clockwork,0,0,0,0,0,0,0,1,0,0,0,0
close,0,3,2,0,0,1,0,3,4,3,4,4
closed,0,0,0,0,0,0,0,0,0,0,1,0
closet,0,0,0,0,0,0,0,0,1,0,0,1
closing,1,0,0,0,0,0,0,0,0,0,0,0
closure,0,0,0,0,0,0,0,1,0,0,0,0
cloth,0,1,0,0,0,0,0,1,0,0,0,0
clothe,0,0,1,3,0,1,0,2,0,0,0,0
clothing,0,0,0,0,0,0,0,0,0,0,0,1
cloud,0,0,0,0,2,0,0,0,0,0,0,2
cloudy,2,0,0,0,0,0,0,0,0,0,0,0
clover,1,0,0,0,0,0,0,0,0,0,0,0
clown,0,0,0,0,0,0,0,0,0,0,1,1
club,0,3,0,0,0,10,0,5,0,0,11,0
clumsy,0,0,0,0,0,0,0,0,0,1,0,0
clunky,0,0,0,0,0,0,1,0,0,0,0,0
clusterfuck,0,0,0,0,1,0,0,0,0,0,0,0
clutch,0,0,0,0,0,0,0,0,0,0,0,1
clutter,0,0,0,0,0,0,0,0,1,0,0,0
cm,0,0,0,1,0,0,0,0,0,0,0,0
coach,0,0,1,0,1,0,1,0,0,0,1,1
coast,0,0,0,0,0,0,0,1,1,0,0,1
coat,0,0,1,0,0,0,1,0,0,0,0,0
cock,0,0,2,0,0,11,0,0,0,0,0,0
cocksucker,0,0,0,0,0,0,2,0,0,0,0,0
cocktail,1,0,0,0,0,0,0,0,0,0,1,0
cocky,0,0,0,0,0,0,0,1,0,0,0,1
cocoon,0,0,0,1,0,0,0,0,0,0,0,0
cod,1,0,0,0,0,0,0,0,0,0,0,0
code,0,0,0,0,0,0,0,0,0,0,1,0
cody,0,0,0,0,0,0,0,2,0,0,0,0
coed,0,0,0,0,0,0,0,0,0,0,1,0
coffee,0,0,0,0,0,1,3,0,0,0,1,0
coffin,0,0,1,0,0,0,0,0,0,0,0,0
cohesive,1,0,0,0,0,0,0,0,0,0,0,0
